movie_id,title,genres,year,tmdb_id,imdb_id,overview,tagline,tmdb_rating,tmdb_votes,imdb_rating,imdb_votes,keywords,cast,director
52694,Mr. Bean's Holiday (2007),Comedy,2007,1268,tt0453451,"Mr. Bean wins a trip to Cannes where he unwittingly separates a young boy from his father and must help the two reunite. On the way he discovers France, bicycling and true love, among other things.",Disaster has a passport.,6.1,682.0,6.4,123235.0,holiday france film director chaos clumsy fellow to drop brick aftercreditsstinger,RowanAtkinson MaxBaldry EmmadeCaunes WillemDafoe ,SteveBendelack
52712,"Invisible, The (2007)",Crime|Drama|Fantasy|Mystery|Thriller,2007,9785,tt0435670,After an attack leaves him in limbo -- invisible to the living and also near death -- a teenager discovers the only person who might be able help him is his attacker.,"Life, death and something in between.",6.0,148.0,6.2,35480.0,high school student teenager remake of swedish film out of body experience school life,JustinChatwin MargaritaLevieva MarciaGayHarden ChrisMarquette ,DavidS.Goyer
52715,Kickin It Old Skool (2007),Comedy,2007,13280,tt0772178,"""Kickin' It Old Skool"" revolves around a 12-year-old breakdancer, who in 1986 hits his head while performing at a talent show and as a result is comatose for 20 years. He awakens to find he is a grown man. With the mind and experience of a young kid, he attempts to revive his and his dance team's short-lived career with the hopes of helping support his parents' failing yogurt shop.",,4.1,29.0,4.6,7124.0,,"JamieKennedy MariaMenounos MiguelA.Núñez,Jr. MichaelRosenbaum ",HarveyGlazer
52722,Spider-Man 3 (2007),Action|Adventure|Sci-Fi|Thriller|,2007,559,tt0413300,"The seemingly invincible Spider-Man goes up against an all-new crop of villain – including the shape-shifting Sandman. While Spider-Man’s superpowers are altered by an alien organism, his alter ego, Peter Parker, deals with nemesis Eddie Brock and also gets caught up in a love triangle.",The battle within.,5.9,3687.0,6.3,568393.0,dual identity amnesia sandstorm love of one's life forgiveness spider wretch death of a friend egomania sand narcism hostility marvel comic sequel superhero revenge,TobeyMaguire KirstenDunst JamesFranco ThomasHadenChurch ,SamRaimi
52724,Lucky You (2007),Comedy|Drama,2007,1950,tt0338216,A professional poker player whose astounding luck at the table fails to translate into his lonesome love life attempts to win the World Series of Poker while simultaneously earning the affections of a beautiful Las Vegas singer.,Change your game. Change your life.,5.4,83.0,5.9,20539.0,poker sport las vegas,EricBana DrewBarrymore RobertDuvall DebraMessing ,CurtisHanson
52730,It's a Very Merry Muppet Christmas Movie (2002),Children|Comedy,2002,13352,tt0329737,"The owner of a bank (Miss Bitterman) wants to own the Muppet Theatre so she can build a nightclub over it. After she tricks Pepe into giving her the only copy of the contract between her father and the Muppets, she changes it so the Muppets have very little time to pay a debt they owe. Meanwhile, the Muppets are trying to put on a Christmas show. After the Muppets are confronted by Bitterman, they make a lot of sacrifices to save up so they can keep the Theatre.",,5.4,15.0,6.3,4118.0,,DavidArquette JoanCusack MatthewLillard WilliamH.Macy ,KirkR.Thatcher
52767,21 Up (1977),Documentary,1977,20553,tt0075610,"After another 7 year wait, director Michael Apted revisits the same group of British-born children from Seven Up! and 7 Plus Seven. The subjects are interviewed as to the changes that have occurred in their lives during the last seven years.",,7.9,18.0,8.1,2690.0,,,MichaelApted
52784,Sharkwater (2006),Documentary,2006,13894,tt0856008,"Driven by passion fed from a life-long fascination with sharks, Stewart Stewart debunks historical stereotypes and media depictions of sharks as bloodthirsty, man-eating monsters and reveals the reality of sharks as pillars in the evolution of the seas.",The truth will surface.,7.8,20.0,7.9,4935.0,shark,PatrickMoore ErichRitter PaulWatson RobStewart ,RobStewart
52831,Maniac Cop (1988),Action|Crime|Horror|Thriller,1988,14240,tt0095583,"In New York, people are slain and strangled to death brutally on the open street. All witnesses agree that the murderer was in a cop's uniform. Soon the police searches and finds a suspect in its own ranks: Jack Forrest, turned in by his own wife. To prove his innocence, he has to investigate on his own.",You have the right to remain silent. Forever.,5.7,87.0,6.0,16720.0,investigation police serial killer police officer killed slasher new york city maniac cult film,TomAtkins BruceCampbell LaureneLandon RichardRoundtree ,WilliamLustig
52867,"Ex, The (2007)",Comedy|Romance,2007,13171,tt0458364,"When his lawyer wife, Sofia, becomes pregnant, chronic underachiever Tom Reilly must take a job at his father-in-law's advertising firm. Tom has to adjust to the demands of a very high-powered job, and he finds himself in an increasingly hostile office rivalry with Chip, Sofia's paraplegic former lover.","Credit-grabbing, back-stabbing, wife-nabbing. Just another day at the office.",5.0,64.0,5.5,17365.0,independent film,ZachBraff AmandaPeet JasonBateman CharlesGrodin ,JessePeretz
52885,Paprika (Papurika) (2006),Animation|Mystery|Sci-Fi,2006,4977,tt0851578,"When a machine that allows therapists to enter their patient's dreams is stolen, all hell breaks loose. Only a young female therapist can stop it: Paprika.",This is your brain on anime.,7.7,416.0,7.7,79960.0,japan dream procession psychoanalysis research mad scientist animation dream girl parallel world dream world anime,MegumiHayashibara TōruFuruya KouichiYamadera ,SatoshiKon
52950,Day Watch (Dnevnoy dozor) (2006),Action|Fantasy|Horror|Thriller,2006,2269,tt0409904,"A man who serves in the war between the forces of Light and Dark comes into possession of a device that can restore life to Moscow, which was nearly destroyed by an apocalyptic event.",The second chapter in the epic fantasy trilogy,6.2,170.0,6.4,34245.0,vampire light darkness battle for power market moscow,KonstantinKhabenskiy MariyaPoroshina VladimirMenshov GalinaTyunina ,TimurBekmambetov
52952,This Is England (2006),Drama,2006,11798,tt0480025,"A story about a troubled boy growing up in England, set in 1983. He comes across a few skinheads on his way home from school, after a fight. They become his new best friends even like family. Based on experiences of director Shane Meadows.","Run with the crowd, stand alone, you decide.",7.4,370.0,7.7,120833.0,holiday skinhead england vandalism independent film gang racism summer youth violence drug unemployment xenophobia culture,ThomasTurgoose StephenGraham JoHartley AndrewShim ,ShaneMeadows
52967,Away from Her (2006),Drama,2006,1919,tt0491747,"A man coping with the institutionalization of his wife because of Alzheimer's disease faces an epiphany when she transfers her affections to another man, a wheel chair-bound mute who also is a patient at the nursing home.",,6.9,54.0,7.5,22076.0,nurse canada professor love of one's life forgiveness alzheimer marriage past independent film nursing home elderly woman director,JulieChristie MichaelMurphy GordonPinsent OlympiaDukakis ,SarahPolley
52973,Knocked Up (2007),Comedy|Drama|Romance,2007,4964,tt0478311,"For fun loving party animal Ben Stone, the last thing he ever expected was for his one night stand to show up on his doorstep eight weeks later to tell him she's pregnant.",Save the due date.,6.2,1255.0,7.0,364491.0,alcohol one-night stand bed pregnancy and birth condom paternity drug use beard unprotected sex duringcreditsstinger,SethRogen KatherineHeigl LeslieMann PaulRudd ,JuddApatow
52975,Hairspray (2007),Comedy|Drama|Musical,2007,2976,tt0427327,"Pleasantly plump teenager, Tracy Turnblad and her best friend, Penny Pingleton audition to be on The Corny Collins Show – and Tracy wins. But when scheming Amber Von Tussle and her mother plot to destroy Tracy, it turns to chaos.","When you follow your own beat, the world will follow you.",6.5,738.0,6.8,127634.0,races dream dance television tv show race politics coloured music equality school party performance integration overweight woman based on play or musical duel xenophobia based on movie 1960s,JohnTravolta MichellePfeiffer ChristopherWalken JamesMarsden ,AdamShankman
53000,28 Weeks Later (2007),Horror|Sci-Fi|Thriller,2007,1562,tt0463854,"In this chilling sequel to 28 Days Later, the inhabitants of the British Isles appear to have lost their battle against the onslaught of disease, as the deadly rage virus has killed every citizen there. Six months later, a group of Americans dare to set foot on the isles, convinced the danger has come and gone. But it soon becomes all too clear that the scourge continues to live, waiting to pounce on its next victims.",When days turn to weeks... the horror returns.,6.5,1225.0,6.9,271210.0,london england loss of mother loss of family mutant pest dying and death chaos parts of dead body survivor supernatural survival on the run zombie danger escapade virus plague female corpse siblings relations deadly chases and races chaos and mayham human nature,ImogenPoots RobertCarlyle RoseByrne JeremyRenner ,JuanCarlosFresnadillo
53022,Wheels on Meals (Kuai can che) (1984),Action|Comedy|Crime|Romance,1984,11205,tt0087578,"Cousins Thomas and David, owners of a mobile restaurant, team up with their friend Moby, a bumbling private detective, to save the beautiful Sylvia, a pickpocket.",Not since Don Quixote has Spain had so much fun!,7.0,66.0,7.1,13258.0,brother brother relationship detective pickpocket chase chinese drinking skateboard,JackieChan SammoHung YuenBiao LolaForner ,SammoHung
53024,Jonestown: The Life and Death of Peoples Temple (2006),Documentary,2006,36676,tt0762111,"Featuring never-before-seen footage, this documentary delivers a startling new look at the Peoples Temple, headed by preacher Jim Jones who, in 1978, led more than 900 members to Guyana, where he orchestrated a mass suicide via tainted punch.",An American Tragedy,6.8,15.0,7.8,5380.0,jim jones mass suicide,,StanleyNelson
53121,Shrek the Third (2007),Adventure|Animation|Children|Comedy|Fantasy,2007,810,tt0413267,"The King of Far Far Away has died and Shrek and Fiona are to become King &amp; Queen. However, Shrek wants to return to his cozy swamp and live in peace and quiet, so when he finds out there is another heir to the throne, they set off to bring him back to rule the kingdom.",Who's ready for Thirds?,6.0,2355.0,6.1,298815.0,ambush sadness stage liberation of prisoners island traitor shipwreck prince ship donkey kingdom theatre play transformation conciliation tricks heir to the throne assault boarding school coup d'etat teacher best friend dragon cowardliness pregnancy capture duringcreditsstinger,MikeMyers EddieMurphy CameronDiaz JulieAndrews ,ChrisMiller
53123,Once (2006),Drama|Musical|Romance,2006,5723,tt0907657,"A vacuum repairman moonlights as a street musician and hopes for his big break. One day a Czech immigrant, who earns a living selling flowers, approaches him with the news that she is also an aspiring singer-songwriter. The pair decide to collaborate, and the songs that they compose reflect the story of their blossoming love.",How often do you find the right person?,7.4,457.0,7.8,115347.0,rock and roll pop music style love of one's life fascination music lover song lovers dublin to make music music music instrument tenderness pianist ireland love sickness music band,GlenHansard MarkétaIrglová HughWalsh GerardHendrick ,JohnCarney
53125,Pirates of the Caribbean: At World's End (2007),Action|Adventure|Comedy|Fantasy,2007,285,tt0449088,"Captain Barbossa, long believed to be dead, has come back to life and is headed to the edge of the Earth with Will Turner and Elizabeth Swann. But nothing is quite as it seems.","At the end of the world, the adventure begins.",6.9,4627.0,7.1,629277.0,ocean drug abuse exotic island east india trading company love of one's life traitor shipwreck strong woman ship alliance calypso afterlife fighter pirate swashbuckler aftercreditsstinger,JohnnyDepp OrlandoBloom KeiraKnightley StellanSkarsgård ,GoreVerbinski
53127,Bug (2007),Drama|Horror|Thriller,2007,12526,tt0470705,"A lonely waitress with a tragic past, Agnes rooms in a run-down motel, living in fear of her abusive, recently paroled ex-husband. But when Agnes begins a tentative romance with Peter, an eccentric, nervous drifter, she starts to feel hopeful again - until the first bugs arrive...",First they send in their drone... Then they find their queen.,6.0,167.0,6.1,34878.0,obsession paranoia motel delusion conspiracy theory psychosis insects,AshleyJudd MichaelShannon HarryConnickJr. LynnCollins ,WilliamFriedkin
53129,Mr. Brooks (2007),Crime|Drama|Thriller,2007,3432,tt0780571,A psychological thriller about a man who is sometimes controlled by his murder-and-mayhem-loving alter ego.,The man who has everything has everything to hide.,6.8,543.0,7.3,149387.0,,KevinCostner DemiMoore DaneCook WilliamHurt ,BruceA.Evans
53138,"Librarian: Return to King Solomon's Mines, The (2006)",Action|Adventure|Fantasy,2006,14208,tt0455596,"After retrieving the Crystal Skull in Utah, Flynn Carsen receives a map in the mail with the secret location of King Solomon's Mines. When the scroll is stolen, Judson explains the power of the Key of Solomon's book and assigns Flynn to retrieve the map. The map is useless without the legend piece to decipher it, which is located in Volubilis near the Roman ruins in Morocco. Flynn heads to Casablanca to the ruins where he is chased by a group of mercenaries leaded by General Samir. They too want to find the location of King Solomon's mines. Flynn teams-up with Professor Emily Davenport working in the dig and they escape from General Samir and his men. While traveling to Gedi, they save the local Jomo from death and the trio faces a dangerous journey through the wild Africa.",,5.8,123.0,6.1,14479.0,incantation treasure hunt treasure map scientist archaeologist tv movie,NoahWyle GabrielleAnwar BobNewhart JaneCurtin ,JonathanFrakes
53140,"Librarian: Quest for the Spear, The (2004)",Action|Adventure|Comedy|Fantasy|Romance,2004,14207,tt0412915,"When a magical artifact is lifted from his library, a meek librarian sets out to ensure its safe return.",,6.0,173.0,6.2,19896.0,tv movie,NoahWyle SonyaWalger BobNewhart KyleMacLachlan ,PeterWinther
53143,Fay Grim (2006),Action|Thriller,2006,24200,tt0444628,"Many years after her notorious husband, Henry Fool, fled after killing a neighbor, Fay Grim receives a visit from CIA agent Fulbright, who tells her that Henry is dead, but that some of his journals have been unearthed in France. She sets forth on a globe-trotting odyssey that soon leads to the discovery that he is alive, and his journals are more than they appear to be.",Featuring the continuing adventures of Henry Fool.,6.7,19.0,6.1,4418.0,cia fugitive,ParkerPosey D.J.Mendel LiamAiken MeganGay ,HalHartley
53161,"I'm a Cyborg, But That's OK (Saibogujiman kwenchana) (2006)",Comedy|Drama|Romance|Sci-Fi,2006,5488,tt0497137,"Young-Goon works at manufacturing plant assembling radio’s. She also believes she is a cyborg. One day, while working at the factory, she decides to re-charge herself by slashing her wrist and implanting electrical wires into her arm. Her action gets Young-Goon a mental hospital full of bizarre characters. At New World, Young-Goon spends her time listening to the radio, talking with vending machines, and licking the terminals of 9 volt batteries. She soon encounters a guy named Il-Sun. Il-Sun is a thief of souls in the mental hospital. Young-Goon and Il-Sun soon form a strong bond as their odd personalities complements each other perfectly. Unfortunately, Young-Goon becomes gravely ill from malnutrition. Young-Goon doesn't believe cyborgs should eat human food. She soon loses most of her energy and becomes bedridden. Doctors say that Young-Goon has only a few more days to live if she continues her ways. Il-Sun must now find a way to connect to her soul and save her from imminent death.",,7.1,126.0,7.0,24040.0,submachine gun lunatic asylum grandmother granddaughter relationship patient psychiatrist psychiatric,ImSoo-jung Rain OhDal-su ,ParkChan-wook
53280,"Breed, The (2006)",Horror|Thriller,2006,10063,tt0455362,"Brothers John and Matt have inherited an island cabin from their recently deceased uncle. Along with Matt's girlfriend, Nicki, and other mutual friends, the siblings travel to the cabin for a relaxing weekend getaway. But, not long after arriving, the group is besieged by ravenous dogs. They watch in horror as another vacationer, Luke, is eaten alive. Soon, they discover a training facility where the dogs have been bred to kill.",Let the manhunt begin.,5.0,82.0,5.1,13185.0,exotic island baseball bat vacation electrocution cabin in the woods dog german shepherd remote island animal attack dog attack loss of friend chased by a dog,MichelleRodriguez TarynManning EricLively OliverHudson ,NicholasMastandrea
53318,Cashback (2006),Comedy|Drama|Romance,2006,12225,tt0460740,"After a painful breakup, Ben develops insomnia. To kill time, he starts working the late night shift at the local supermarket, where his artistic imagination runs wild.",Sometimes love is hiding between the seconds of your life.,6.8,369.0,7.1,86445.0,london england supermarket nudity time boredom insomnia night shift painting art school sexual fantasy memory sexual attraction based on short film break-up art first kiss ex-boyfriend ex-girlfriend relationship imagination duringcreditsstinger,SeanBiggerstaff EmiliaFox ShaunEvans MichaelDixon ,SeanEllis
53322,Ocean's Thirteen (2007),Crime|Thriller,2007,298,tt0496806,"Danny Ocean's team of criminals are back and composing a plan more personal than ever. When ruthless casino owner Willy Bank doublecrosses Reuben Tishkoff, causing a heart attack, Danny Ocean vows that he and his team will do anything to bring down Willy Bank along with everything he's got. Even if it means asking for help from an enemy.",What are the odds of getting even? 13 to one.,6.5,2040.0,6.9,339307.0,casino thief revenge heist las vegas pretending to be rich labor strike,GeorgeClooney BradPitt MattDamon AlPacino ,StevenSoderbergh
53326,Them (Ils) (2006),Horror,2006,10832,tt0465203,"Lucas and Clementine live peacefully in their isolated country house, but one night they wake up to strange noise. They're not alone... and a group of hooded assailants begin to terrorize them throughout the night.",They're already inside,6.1,147.0,6.4,30341.0,night forest suspense romania underground tunnel,OliviaBonamy MichaëlCohen AdrianaMocca MariaRoman ,DavidMoreau
53355,Sun Alley (Sonnenallee) (1999),Comedy|Romance,1999,2241,tt0177242,"A group of kids grow up on the short, wrong (east) side of the Sonnenallee in Berlin, right next to one of the few border crossings between East and West reserved for German citizens. The antics of these kids, their families, of the ""West German"" friends and relatives who come to visit, and of the East German border guards, all serve to illustrate the absurdity of everyday life on the Sonnenallee, and therefore throughout the former East Germany.",,6.6,27.0,6.8,6880.0,becoming an adult german democratic republic neukölln,AlexanderScheer KatharinaThalbach AlexanderBeyer TeresaWeißbach ,LeanderHaußmann
53435,Hostel: Part II (2007),Crime|Horror|Thriller,2007,1691,tt0498353,"Following a geographical tour of Slovakia, three young American women are lured into a hostel by a handsome young man who sells them to the twisted masters, ties them up and brings upon an unthinkable world of pain.",Americans...they have no imagination.,5.6,464.0,5.5,89323.0,prague bratislava castration ladies' man student torture penis torture porn,LaurenGerman BijouPhillips HeatherMatarazzo RichardBurgi ,EliRoth
53447,Paranoid Park (2007),Crime|Drama,2007,1990,tt0842929,"The teenager and skateboarder Alex is interviewed by Detective Richard Lu that is investigating the death of a security guard in the rail yards severed by a train who was apparently hit by a skate board. While dealing with the separation process of his parents and the sexual heat of his virgin girlfriend Jennifer, Alex writes his last experiences in Paranoid Park with his new acquaintances and how the guard was killed, trying to relieve his feeling of guilty from his conscience.",Could you hide a deadly secret?,6.3,126.0,6.6,30374.0,news broadcast decision fall teen angst independent film fatal accident flash forward teenager break-up teenage boy security guard nonlinear timeline torso cut in half skateboarder autumn skate park questioning,GabeNevins TaylorMomsen JakeMiller DanielLiu ,GusVanSant
53450,"Legend of Sleepy Hollow, The (1980)",Comedy|Fantasy|Horror,1980,170261,tt0079453,"A TV adaptation of Washington Irving's classic ghost story. Humor is the drawing card in this version, with Jeff Goldblum a nerdish Ichabod Crane, Dick Butkus an appropriately nasty Brom Bones, and Meg Foster as spirited Katrina van Tassel. Angered that Katrina has grown fond of schoolmaster Crane, Brom Bones determines to scare off the interloper by filling his head with spooky tales of a Headless Horseman. Crane pooh-poohs the legends, until one fateful ride home in the dark of night.",,8.5,4.0,6.1,715.0,,JeffGoldblum PaulSand MegFoster LauraCampbell ,HenningSchellerup
53453,Starcrash (a.k.a. Star Crash) (1978),Action|Adventure|Fantasy|Sci-Fi,1978,22049,tt0079946,"A pair of smugglers manage to pick up a castaway while running from the authorities, who turns out to be the only survivor from a secret mission to destroy a mysterious superweapon designed by the evil Count Zartharn. The smugglers are soon recruited by the Emperor to complete the mission, as well as to rescue the Emperor's son, who has gone missing.",A galactic adventure beyond your wildest dreams!,4.3,33.0,3.9,7063.0,sex lasergun beautiful woman female protagonist outer space suspended animation,MarjoeGortner CarolineMunro ChristopherPlummer DavidHasselhoff ,LuigiCozzi
53460,Surf's Up (2007),Animation|Children|Comedy,2007,9408,tt0423294,"Cody is a surfing penguin from Shiverpool who dreams of making it big and being like his idol Big Z. On his journey he discovers his talents are not all he thinks they are and he must learn to accept that their is more to surfing than fame and fortune.  Surf's Up is a 2007 American computer-animated mockumentary film produced by Sony Pictures Animation and distributed by Columbia Pictures and ImageWorks Studios. It stars the voices of Shia LaBeouf, Jeff Bridges, Zooey Deschanel, Jon Heder among others.","In the coldest place on Earth, he's the hottest thing around.",5.9,616.0,6.7,77040.0,sea world cup surfer wave surfboard giant wave world champion idol mockumentary,ShiaLaBeouf JeffBridges ZooeyDeschanel JonHeder ,AshBrannon
53464,Fantastic Four: Rise of the Silver Surfer (2007),Action|Adventure|Sci-Fi,2007,1979,tt0486576,"The Fantastic Four return to the big screen as a new and all powerful enemy threatens the Earth. The seemingly unstoppable 'Silver Surfer', but all is not what it seems and there are old and new enemies that pose a greater threat than the intrepid superheroes realize.",Discover the secret of the Surfer.,5.4,2648.0,5.6,261250.0,fire helicopter surfboard mask satellite airplane transformation forest resurrection marvel comic sequel superhero based on comic outer space wedding explosion scientist interrogation double cross fantastic four military earth in peril superhuman strength duringcreditsstinger invisibility silver surfer forcefield elasticity absorbing power,IoanGruffudd JessicaAlba ChrisEvans MichaelChiklis ,TimStory
53466,Nancy Drew (2007),Adventure|Crime|Thriller,2007,14043,tt0479500,Intrepid teenage private eye Nancy Drew heads to Tinseltown with her father to investigate the unsolved murder of a movie star in this old-fashioned whodunit based on Carolyn Keene's popular series of books for young adults. But can the small-town girl cut through the Hollywood hype to solve the case?,Small Town Girl. Big Time Adventure.,5.8,146.0,5.9,20299.0,california detective based on novel dream kidnapping chase party murder rescue escape hollywood teenager explosion surveillance flashback,EmmaRoberts JoshFlitter MaxThieriot RachaelLeighCook ,AndrewFleming
53468,Fido (2006),Comedy|Horror|Thriller,2006,10288,tt0457572,"Timmy Robinson's best friend in the whole wide world is a six-foot tall rotting zombie named Fido. But when Fido eats the next-door neighbor, Mom and Dad hit the roof, and Timmy has to go to the ends of the earth to keep Fido a part of the family. A boy-and-his-dog movie for grown ups, ""Fido"" will rip your heart out.",Good dead are hard to find,6.6,137.0,6.7,29101.0,vororte black humor satire dark comedy gore decapitation spoof zombie canuxploitation,BillyConnolly Carrie-AnneMoss DylanBaker KesunLoder ,AndrewCurrie
53519,Death Proof (2007),Action|Adventure|Crime|Horror|Thriller,2007,1991,tt1028528,"Austin's hottest DJ, Jungle Julia, sets out into the night to unwind with her two friends Shanna and Arlene. Covertly tracking their moves is Stuntman Mike, a scarred rebel leering from behind the wheel of his muscle car, revving just feet away.",A crash course in revenge,6.7,1359.0,7.0,285081.0,women disc jockey sports car bar ladykiller exploitation sadism female friendship women's prison stunts stuntman psychopath stalker gore grindhouse beaten to death slasher sadist violence car chase killer car misogynist duringcreditsstinger,KurtRussell ZoëBell RosarioDawson VanessaFerlito ,QuentinTarantino
53550,Rescue Dawn (2006),Action|Adventure|Drama|War,2006,9952,tt0462504,A US Fighter pilot's epic struggle of survival after being shot down on a mission over Laos during the Vietnam War.,A true story of survival... declassified.,6.9,339.0,7.3,105177.0,war crimes violence laotian soldier pipe smoking rice paddy letter from home ant's nest net fishing dragging someone,ChristianBale SteveZahn MarshallBell ,WernerHerzog
53574,"TV Set, The (2006)",Comedy|Drama,2006,17320,tt0473709,"As a writer named Mike struggles to shepherd his semi-autobiographical sitcom into development, his vision is slowly eroded by a domineering network executive named Lenny who favors trashy reality programming. The irony, of course, is that every crass suggestion Lenny makes improves the show's response from test audiences and brings the show a step closer to getting on the air.",A place where dreams are cancelled.,6.0,19.0,6.5,5750.0,independent film,DavidDuchovny SigourneyWeaver IoanGruffudd JudyGreer ,JakeKasdan
53578,"Valet, The (La doublure) (2006)",Comedy,2006,21427,tt0449851,"Caught by tabloid paparazzi with his mistress Elena, a famous and beautiful fashion model, billionaire Pierre Levasseur tries to avoid a divorce by inventing a preposterous lie. He uses the presence of a passerby in the photo to claim to his wife that it's not him Elena is seeing but the other man, one François Pignon. Pignon is a modest little man who works as a parking valet. To make the story convincing, Elena has to move in with Pignon.",,6.0,131.0,6.6,10267.0,paris adultery louvre supermodel belleville valet couple,GadElmaleh AliceTaglioni DanielAuteuil KristinScottThomas ,FrancisVeber
53808,Bring It On: All or Nothing (2006),Comedy,2006,11211,tt0490822,"A transfer student at a rough high school tries joining the cheer-leading squad and finds that she not only has to face off against the head cheerleader, but also against her former school in preparation for a cheer-off competition.",,5.8,152.0,5.6,20728.0,profession dance cheerleader music video sport high school cheerleading cheering crowd,HaydenPanettiere SolangeKnowles GusCarr MarcyRylan ,SteveRash
53883,"Power of Nightmares, The: The Rise of the Politics of Fear (2004)",Documentary,2004,49870,tt0430484,A series of three documentaries about the use of fear for political gain.,,8.1,26.0,8.8,4279.0,,GillesKepel MelvinGoodman StephenHolmes WilliamKristol ,AdamCurtis
53894,Sicko (2007),Documentary|Drama,2007,2359,tt0386032,"Sicko is a Michael Moore documentary about the corrupt health care system in The United States who's main goal is to make profit even if it means losing peoples lives. ""The more people you deny health insurance the more money we make"" is the business model for health care providers in America.",This might hurt a little.,7.3,241.0,8.0,75259.0,bureaucracy usa corruption cuba medicine guantanamo bay assurance health care money hospital doctor illness existence,MichaelMoore GeorgeW.Bush BillClinton HillaryClinton ,MichaelMoore
53921,"Mighty Heart, A (2007)",Drama|Thriller,2007,1988,tt0829459,"Based on Mariane Pearl's account of the terrifying and unforgettable story of her husband, Wall Street Journal reporter Danny Pearl's life and death.",One woman dared to keep hope alive,6.7,97.0,6.6,27538.0,terror journalism new love sadness fbi despair hostage drama support hope friendship faith loss pakistan murder independent film pregnancy,AngelinaJolie DanFutterman IrrfanKhan ArchiePanjabi ,MichaelWinterbottom
53953,1408 (2007),Drama|Horror|Thriller,2007,3021,tt0450385,"A man who specializes in debunking paranormal occurrences checks into the fabled room 1408 in the Dolphin Hotel. Soon after settling in, he confronts genuine terror.",The only demons in room 1408 are those within you.,6.5,1372.0,6.8,267079.0,suicide new york hotel fire hotel room wife husband relationship suicide attempt window door haunted house research ghost world painting telephone loss of daughter blood,JohnCusack SamuelL.Jackson MaryMcCormack ,MikaelHåfström
53956,Death at a Funeral (2007),Comedy,2007,2196,tt0795368,Chaos ensues when a man tries to expose a dark secret regarding a recently deceased patriarch of a dysfunctional British family.,From director Frank Oz comes the story of a family that puts the F U in funeral.,6.9,508.0,7.3,114683.0,brother brother relationship farewell father son relationship age difference parent child relationship secret sadness coffin funeral gathering surprise lsd studies hallucinogen drug trip arrogance female corpse,MatthewMacfadyen KeeleyHawes AndyNyman EwenBremner ,FrankOz
53972,Live Free or Die Hard (2007),Action|Adventure|Crime|Thriller,2007,1571,tt0337978,"John McClane is back and badder than ever, and this time he's working for Homeland Security. He calls on the services of a young hacker in his bid to stop a ring of Internet terrorists intent on taking control of America's computer infrastructure.",The old school cop is back!,6.4,2122.0,7.1,401753.0,washington d.c. hostage fbi kidnapping hacker transport of prisoners ex-cop suspense violence car chase cyber terrorism action hero,BruceWillis JustinLong TimothyOlyphant CliffCurtis ,LenWiseman
53974,License to Wed (2007),Comedy|Romance,2007,2959,tt0762114,"Newly engaged, Ben and Sadie can't wait to start their life together and live happily ever after. However Sadie's family church's Reverend Frank won't bless their union until they pass his patented, ""foolproof"" marriage prep course consisting of outrageous classes, outlandish homework assignments and some outright invasion of privacy.",First came love... then came Reverend Frank.,5.3,258.0,5.2,39204.0,new love ten commandments bride bridegroom marriage relation partnership civil registry office priest wedding church,RobinWilliams MandyMoore JohnKrasinski EricChristianOlsen ,KenKwapis
53993,Evan Almighty (2007),Comedy|Fantasy,2007,2698,tt0413099,God contacts Congressman Evan Baxter and tells him to build an ark in preparation for a great flood.,A comedy of biblical proportions,5.3,1194.0,5.4,145714.0,father son relationship daily life married couple support father marriage faith baustelle rescue animal nature duringcreditsstinger noah's ark,SteveCarell LaurenGraham JohnGoodman JimmyBennett ,TomShadyac
53996,Transformers (2007),Action|Sci-Fi|Thriller|,2007,1858,tt0418279,"Young teenager, Sam Witwicky becomes involved in the ancient struggle between two extraterrestrial factions of transforming robots – the heroic Autobots and the evil Decepticons. Sam holds the clue to unimaginable power and the Decepticons will stop at nothing to retrieve it.",Their war. Our world.,6.6,4113.0,7.1,624426.0,destroy transformation alien based on toy transformers robot duringcreditsstinger teenage hero,ShiaLaBeouf JoshDuhamel MeganFox RachaelTaylor ,MichaelBay
54001,Harry Potter and the Order of the Phoenix (2007),Adventure|Drama|Fantasy|,2007,675,tt0373889,"Returning for his fifth year of study at Hogwarts, Harry is stunned to find that his warnings about the return of Lord Voldemort have been ignored. Left with no choice, Harry takes matters into his own hands, training a small group of students – dubbed 'Dumbledore's Army' – to defend themselves against the dark arts.",Evil Must Be Confronted.,7.4,5633.0,7.5,559304.0,prophecy witch loss of lover magic cutting the cord child hero dying and death broom sorcerer's apprentice school of witchcraft black magic death of a friend sorcery occultism,DanielRadcliffe RupertGrint EmmaWatson MichaelGambon ,DavidYates
54004,I Now Pronounce You Chuck and Larry (2007),Comedy|Romance,2007,3563,tt0762107,"Firefighters Chuck Ford and Larry Valentine are guy's guys, loyal to the core – which is why, when widower Larry asks Chuck to pose as his gay lover so that he can get domestic partner benefits for his kids, his buddy agrees. However, things get dicey when a bureaucrat comes calling, and the boys are forced to present a picture of domestic bliss.","They're as straight as can be, but don't tell anyone.",5.8,640.0,5.9,146098.0,coming out firemen single pretend relationship,AdamSandler KevinJames JessicaBiel DanAykroyd ,DennisDugan
